date,open,high,low,close,volume
2018-09-04,288.69,292.29,281.99,285.22,20921.81434966
2018-09-05,285.22,287.55,226.0,227.99,53395.6525546
2018-09-06,227.99,259.48,210.79,229.03,62118.89284621
2018-09-07,228.55,233.99,213.37,214.77,47472.42949413
2018-09-08,214.77,220.38,190.11,197.16,51520.37139498
2018-09-09,197.16,208.37,185.82,195.8,37329.69153134
2018-09-10,195.73,202.77,186.44,196.66,44437.23625295
2018-09-11,196.81,199.03,176.0,185.04,83013.95224687
2018-09-12,184.8,184.82,167.0,182.78,70517.50561103
2018-09-13,182.83,214.88,182.78,211.31,90544.48380252
2018-09-14,211.25,223.91,202.53,208.71,72124.27155675
2018-09-15,208.32,227.0,208.19,221.93,16998.0196147
2018-09-16,221.39,223.0,205.62,220.08,17787.08749241
2018-09-17,220.14,225.0,192.0,196.16,50924.53770844
2018-09-18,196.0,214.39,194.0,208.53,35938.81949974
2018-09-19,208.5,214.7,196.66,209.48,49875.25495661
2018-09-20,209.52,227.68,206.8,224.3,36283.33051217
2018-09-21,224.15,252.14,220.64,247.64,74459.86137362
2018-09-22,247.58,255.89,232.6,239.93,31193.60535289
2018-09-23,240.37,249.44,237.0,244.14,19335.62912811
2018-09-24,244.44,245.76,224.5,228.05,22921.35885765
2018-09-25,227.64,227.64,203.25,218.85,43699.62699463
2018-09-26,219.4,223.0,207.21,214.42,29637.42456054
2018-09-27,214.33,234.0,210.0,228.58,46089.96196905
2018-09-28,228.53,233.65,214.32,220.94,40540.77783861
2018-09-29,220.64,236.98,212.54,230.56,32806.04971683
2018-09-30,230.14,238.47,224.0,231.96,16082.95342919
2018-10-01,232.02,234.58,218.0,229.66,13722.65039068
2018-10-02,230.38,230.74,221.39,224.83,14497.18492259
2018-10-03,224.79,225.22,210.5,218.96,38697.23383912
2018-10-04,219.01,225.0,218.12,221.07,18385.68536268
2018-10-05,221.06,230.29,218.28,226.73,14379.43370433
2018-10-06,226.54,227.19,222.0,223.06,9560.62653181
2018-10-07,223.49,225.98,220.1,224.34,11745.44391137
2018-10-08,225.06,230.98,222.2,227.79,25183.75248153
2018-10-09,227.55,228.8,224.84,226.3,13511.68440389
2018-10-10,226.29,226.47,221.11,223.38,13550.03164903
2018-10-11,223.14,223.39,185.0,188.42,71605.68325841
2018-10-12,188.2,197.89,186.89,194.67,22858.63164026
2018-10-13,193.61,199.27,193.0,196.79,13570.89768162
2018-10-14,196.96,199.5,187.45,192.01,13545.90175989
2018-10-15,191.85,219.75,189.71,204.86,103720.60184293
2018-10-16,204.52,208.26,201.99,205.69,30429.74357371
2018-10-17,205.61,206.4,200.99,203.41,29120.25175317
2018-10-18,203.7,205.95,196.63,199.29,38882.43181741
2018-10-19,198.97,202.1,197.27,200.08,26749.49967664
2018-10-20,200.01,206.0,198.84,202.59,18269.02946471
2018-10-21,202.33,206.21,201.08,202.19,27494.38845393
2018-10-22,202.14,203.24,199.33,201.23,11504.27319256
2018-10-23,201.0,202.1,197.65,200.96,20103.28259028
2018-10-24,200.87,202.84,200.0,200.67,15650.83790923
2018-10-25,200.6,200.89,197.88,199.66,11922.85133697
2018-10-26,199.67,204.27,198.54,200.69,18949.90134829
2018-10-27,200.74,201.97,199.92,201.26,6425.65090106
2018-10-28,201.42,203.16,200.8,202.44,6449.18474096
2018-10-29,202.44,202.77,191.37,194.14,20088.40067088
2018-10-30,194.2,196.69,192.96,195.3,11520.63302742
2018-10-31,195.3,199.16,191.65,196.68,14454.24334952
2018-11-01,196.7,198.56,195.96,197.73,7295.69604679
2018-11-02,197.77,201.49,197.46,199.9,9539.34394307
2018-11-03,199.93,200.2,197.95,198.78,5369.45742756
2018-11-04,198.34,217.21,197.61,210.28,27729.63615606
2018-11-05,210.47,212.0,205.04,208.81,18906.64392544
2018-11-06,208.58,219.07,206.96,218.24,36929.13728323
2018-11-07,218.55,222.98,215.29,216.6,31083.65183454
2018-11-08,216.4,218.15,209.27,210.14,22796.35852699
2018-11-09,210.1,212.27,206.01,208.05,13251.899661
2018-11-10,207.81,212.5,207.6,210.38,9033.52714937
2018-11-11,210.62,211.2,206.11,210.03,5726.0859925
2018-11-12,209.45,211.25,206.92,208.83,8445.99369052
2018-11-13,208.64,208.83,202.71,203.43,18466.66436401
2018-11-14,203.11,204.83,165.01,178.04,141671.86535378
2018-11-15,178.08,181.0,165.14,178.6,87090.26676267
2018-11-16,178.47,179.41,169.25,172.11,41057.32866686
2018-11-17,172.62,176.0,170.45,172.4,14302.71488403
2018-11-18,172.53,179.95,172.15,175.99,19080.45949282
2018-11-19,175.95,175.95,142.27,145.31,167446.47311854
2018-11-20,145.22,149.35,121.61,127.36,213254.03969565
2018-11-21,127.76,137.46,122.37,134.44,132529.03462713
2018-11-22,134.78,136.6,122.42,123.4,49385.80860186
2018-11-23,123.39,125.14,116.18,121.33,103946.27952187
2018-11-24,121.24,125.99,106.81,110.26,65552.52060501
2018-11-25,110.36,119.06,98.11,113.59,153776.01405565
2018-11-26,113.55,117.59,102.69,106.82,128626.54883311
2018-11-27,107.02,111.22,99.0,108.47,93266.16038672
2018-11-28,108.67,125.57,108.51,121.81,130815.98653708
2018-11-29,121.85,123.21,113.05,116.46,76052.18108034
2018-11-30,116.6,119.08,108.83,111.9,58500.8336393
2018-12-01,111.82,119.74,109.99,116.8,35465.72936437
2018-12-02,116.83,119.35,113.95,114.91,29589.06794181
2018-12-03,114.92,115.65,104.36,107.28,56880.03545496
2018-12-04,107.34,112.18,104.16,108.8,37740.21275771
2018-12-05,108.47,109.12,100.21,100.67,97484.85006159
2018-12-06,100.59,103.01,88.86,89.16,137644.2782051
2018-12-07,89.39,109.43,81.19,92.5,237675.43301009
2018-12-08,92.44,97.51,83.7,90.07,105438.36547946
2018-12-09,90.04,98.41,88.09,92.63,73663.43741519
2018-12-10,92.7,94.6,87.32,89.27,53990.15515295
2018-12-11,89.2,91.02,85.0,86.9,50282.85840828
2018-12-12,86.93,91.01,86.0,89.09,41368.1955453
2018-12-13,89.09,90.24,83.7,85.31,51053.08078596
2018-12-14,85.24,85.91,80.9,82.91,74615.3391372
2018-12-15,82.9,84.15,80.99,83.08,18287.26762719
2018-12-16,82.94,86.65,82.94,83.76,20838.34170302
2018-12-17,83.77,96.78,83.5,93.98,87185.89347041
